age,gender,security_no,region_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_session_duration,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn,plan_tier,logins_90d,active_days_90d,api_calls_90d,session_minutes_90d,days_since_active,email,phone_number
29,M,45G74O1,Town,27-12-2017,Yes,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,13:21:08,2,1086.24,35745.08,8,1214.157366,No,Yes,Yes,Solved,No reason specified,0,Pro,17,17,1259,240.42,1,dwiutama55254@gmail.com,0881631569
64,F,UDJCLV2,Town,26-11-2016,?,CID7862,Without Offers,?,Wi-Fi,3:19:53,6,33.01,23277.13,12,657.02,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,9,9,309,244.02,13,robertputri67062@gmail.com,08229940154
52,M,75KDE5F,,25-11-2017,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,11:55:02,16,69.27,34035.62,25,501.94,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,12,12,207,297.41,0,chrisnovita26237@yahoo.com,0813697088
48,M,P2532YH,City,06-04-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,8:27:56,8,30.67,38795.56,12,792.42,No,Yes,Yes,No Information Available,No reason specified,0,Enterprise,41,33,9685,953.0,0,dwijohnson59780@gmail.com,087765457380
44,F,NCQB5ML,City,24-08-2015,?,CID10552,Credit/Debit Card Offers,?,Mobile_Data,22:50:14,6,-745.1324861,17436.74,19,792.59,No,Yes,Yes,Solved in Follow-up,Too many ads,0,Pro,43,34,1574,1308.9,0,aguswahyudi58539@yahoo.com,081234797746
33,M,6I3BFVD,City,01-03-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,20:51:37,13,32.71,59338.67,Error,705.87,Yes,No,Yes,Solved in Follow-up,Quality Customer Care,0,Pro,38,33,2724,1057.17,3,sariwilson40863@gmail.com,085286451133
38,M,58U0R0P,Town,16-09-2015,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,2:14:17,17,55.88,24106.26,10,775.39,No,Yes,Yes,Unsolved,Poor Customer Service,0,Pro,20,20,1297,270.15,4,fajarmartinez3794@gmail.com,0878956531
56,M,U22OQF2,Town,03-07-2016,Yes,CID47154,Without Offers,Smartphone,Mobile_Data,0:44:25,-999,40.81,24572.1,17,761.61,No,Yes,No,Not Applicable,Poor Website,0,Pro,30,23,2212,603.87,3,gilangjohnson1102@gmail.com,089527011825
58,M,5N6ICKH,Town,21-05-2017,Yes,CID25091,Credit/Debit Card Offers,Smartphone,Fiber_Optic,8:30:02,21,95.83,32245.36,29,775.77,Yes,No,No,Not Applicable,Too many ads,0,Enterprise,35,27,12568,846.98,6,johnmartin8179@yahoo.com,0882981144
12,F,YVDH0CX,Town,06-12-2016,?,CID57947,Credit/Debit Card Offers,Desktop,Fiber_Optic,3:51:51,15,256.28,14743.37,7,715.1,Yes,Yes,No,Not Applicable,Poor Product Quality,1,Pro,22,17,2183,452.06,5,linakartika72079@yahoo.com,08588473570
52,F,G9QYHIT,City,16-03-2016,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,4:23:23,16,30.36,2244.27,25,282.3189855,Yes,No,No,Not Applicable,No reason specified,0,Pro,19,17,1250,347.41,1,ditagarcia22304@yahoo.com,0822154002744
51,M,C75HAB7,Town,09-04-2017,Yes,CID41331,Without Offers,?,Fiber_Optic,2:32:49,8,545.06,8124.55,25,764.19,No,Yes,Yes,No Information Available,No reason specified,0,Enterprise,58,43,11210,1579.99,3,oliviakurnia94698@yahoo.com,089598869497
19,F,7UC5FS0,Town,10-02-2015,No,xxxxxxxx,Without Offers,Both,Mobile_Data,0:03:49,8,302.04,24952.78,48.3823364,750.39,No,Yes,Yes,Unsolved,Too many ads,0,Enterprise,49,39,9608,1398.11,6,ratnafirmansyah79937@yahoo.com,0858609400098
34,F,Z2CGMOH,City,14-05-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,7:18:15,17,56.99,15539.18,20,624.88,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,17,15,236,457.56,6,raniputri37501@gmail.com,085789369715
57,M,PS82LPH,City,11-03-2016,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,20:26:02,20,34.61,45719.96,11,718.92,No,Yes,Yes,Solved in Follow-up,Too many ads,0,Pro,35,30,2049,797.55,5,lauradavis14772@yahoo.com,0896826802213
13,M,E2UOGNL,City,23-04-2016,Yes,CID13461,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,17:53:20,8,34.28,16234.44,25,637.6,Yes,No,Yes,Solved in Follow-up,Poor Website,1,Pro,28,24,1997,627.62,5,sarahgonzalez65805@gmail.com,0896277379730
58,M,SI0VWQK,Town,04-03-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,4:53:33,24,326.54,10369.18,11,639.33,No,Yes,No,Not Applicable,Too many ads,1,Basic,16,13,304,362.37,4,adityalopez26024@yahoo.com,0881256112
33,M,WYX4MWB,City,12-09-2016,Yes,CID27561,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9:07:31,12,693.29,11854.11,5,771.27,Yes,No,No,Not Applicable,Quality Customer Care,0,Enterprise,36,35,8640,518.75,2,stevegarcia2680@yahoo.com,08217494537
56,F,APHBH8V,Town,09-09-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,19:51:31,3,31.71,9008.53,5,662.05,Yes,No,Yes,Unsolved,Too many ads,1,Basic,7,7,415,200.12,12,alexpratama54471@gmail.com,0858200414899
40,F,PE3PP8T,Town,28-04-2015,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,13:09:06,13,31.62,43284.21,5,612.76,No,Yes,No,Not Applicable,Poor Website,1,Basic,7,7,263,83.98,13,ratnawulandari84211@yahoo.com,0852896528
44,M,ULSBW6H,Town,13-08-2016,?,CID56805,Credit/Debit Card Offers,Desktop,Fiber_Optic,21:14:18,19,36.97,20133.77,11,,Yes,No,Yes,Unsolved,Poor Customer Service,1,Pro,22,18,2600,538.52,3,robertnugroho62900@gmail.com,0882196337
50,M,I7EGYR9,Village,29-07-2016,Yes,CID57869,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9:57:24,8,40.69,49041.91,12,622.82,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,19,15,310,466.99,0,indrakartika80365@yahoo.com,0882600413408
14,F,BM2GJ6U,Town,22-12-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,15:48:41,17,34.0,9622.21,22,1682.225668,No,Yes,Yes,No Information Available,Too many ads,0,Pro,38,28,1778,1064.55,0,sarahnugroho78921@yahoo.com,088220831916
20,M,IXB2IQH,City,06-07-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,12:51:10,9,300.81,25555.07,11,846.19,Yes,Yes,No,Not Applicable,Products always in Stock,0,Enterprise,42,36,9716,1186.0,1,agushandayani41821@yahoo.com,0811919634415
17,M,CE9W10X,City,15-09-2016,?,CID57427,Without Offers,Smartphone,Fiber_Optic,9:49:32,17,47.94,27562.67,Error,716.85,No,Yes,No,Not Applicable,Poor Website,1,Pro,30,23,1988,809.93,6,fajarhandayani43900@yahoo.com,0812632745
20,M,R1UFQJF,Town,27-02-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,20:40:27,18,80.38,37483.52,22,911.4587457,Yes,No,Yes,Solved in Follow-up,Poor Website,1,Basic,13,13,241,264.31,6,emmamartin55162@gmail.com,08773410207
44,M,KIPCBHA,Village,05-06-2016,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,12:56:16,22,134.22,47194.35,46.20319287,1073.403519,Yes,No,Yes,Solved,Poor Customer Service,0,Enterprise,50,40,13273,1226.21,1,chrisnovita35352@gmail.com,0896699386
42,M,91LIWTQ,City,10-08-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,2:49:50,9,109.2,20548.24,Error,781.33,No,Yes,No,Not Applicable,Too many ads,0,Pro,26,21,1556,466.77,9,adityanugroho84591@gmail.com,0822901292773
15,F,ZNZ5A52,City,04-07-2016,Yes,CID59633,Credit/Debit Card Offers,Smartphone,Wi-Fi,22:27:29,4,720.52,25672.44,9,669.42,Yes,Yes,No,Not Applicable,Poor Product Quality,1,Basic,12,11,321,226.81,6,harikurniawan24993@gmail.com,0877771123
38,F,BLOOOYC,City,20-10-2016,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,7:56:56,8,68.5,1039.33,20,,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1,Basic,15,15,345,296.05,4,gilanggunawan24378@yahoo.com,08538138466
55,F,HG4I9YC,City,13-03-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,22:11:26,9,422.71,43376.0,15,,Yes,No,No,Not Applicable,Poor Customer Service,0,Pro,34,30,1485,1087.05,0,ariastuti62324@gmail.com,08579307154
56,M,QESOPGY,Town,16-03-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11:02:30,19,34.39,37826.39,9,,No,Yes,Yes,Solved,Poor Customer Service,1,Pro,30,28,2642,841.31,3,linawilson38572@yahoo.com,0878720092146
64,F,SCYCF8L,Village,09-02-2016,Yes,CID61970,Credit/Debit Card Offers,Desktop,Wi-Fi,22:53:03,13,31.19,28902.23,3.173090742,,No,Yes,No,Not Applicable,Poor Website,1,Basic,14,14,318,346.34000000000003,5,putrigunawan45552@yahoo.com,08224409337
18,F,R0HY06R,Town,31-05-2017,?,CID58110,Without Offers,Smartphone,Wi-Fi,2:02:51,20,461.97,27874.63,17,786.8,No,Yes,Yes,Unsolved,Too many ads,0,Enterprise,37,30,5917,856.78,4,wulangonzalez88521@gmail.com,0812036247957
34,M,4J39EVR,Town,20-04-2015,Yes,CID36005,Without Offers,Desktop,Wi-Fi,3:45:23,12,168.04,33334.62,27,718.27,No,Yes,No,Not Applicable,Poor Customer Service,0,Pro,28,24,2758,716.3199999999999,9,megawibowo30847@yahoo.com,0813420832871
15,F,R5J49ZQ,City,22-07-2016,Yes,CID24132,Without Offers,Desktop,Fiber_Optic,23:41:26,17,146.43,13071.25,Error,778.23,No,Yes,Yes,Unsolved,Too many ads,0,Pro,41,36,2220,1037.74,2,yogariyadi67621@gmail.com,0821756357
12,F,WOOHSIS,Village,06-01-2015,Yes,CID53389,Without Offers,Desktop,Fiber_Optic,7:20:48,13,282.6,7117.44,3,800.25,Yes,No,No,Not Applicable,Quality Customer Care,0,Enterprise,32,25,9057,491.12,1,sitirodriguez67519@yahoo.com,08952487456
39,F,HCX8YIR,Town,31-10-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,17:24:39,5,349.86,11893.93,26,253.4637988,No,Yes,No,Not Applicable,No reason specified,1,Basic,7,7,324,74.62,8,dwikartika42239@gmail.com,0877157067771
43,M,HRRXM6H,Town,06-02-2015,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,9:16:10,13,75.0,11716.73,14,723.05,No,Yes,No,Not Applicable,Poor Customer Service,0,Pro,15,13,2205,239.48,1,mayawilliams32314@yahoo.com,08950515293
58,F,3VETSRT,Town,14-11-2016,Yes,CID22800,Without Offers,Smartphone,Wi-Fi,11:12:45,6,131.07,34473.24,20,407.1794921,Yes,No,No,Not Applicable,Too many ads,0,Enterprise,38,29,10158,672.46,1,mariawahyudi32641@gmail.com,085357425184
37,M,WGRI3RF,Town,13-01-2017,Yes,CID56975,Without Offers,Smartphone,Mobile_Data,3:52:23,9,49.45,23131.13,22,1000.462647,Yes,No,Yes,Solved,Poor Website,1,Basic,17,16,264,408.28,21,ekohandayani9252@gmail.com,08526007373
21,F,3RD1M1E,City,10-03-2017,Yes,CID20811,Without Offers,Desktop,Wi-Fi,5:17:42,9,-695.1367107,3404.0,19,,Yes,No,No,Not Applicable,Poor Website,1,Basic,11,11,275,232.52,5,dianputri33528@gmail.com,089562460493
57,F,BZUH4TA,Town,28-01-2016,Yes,CID8470,Credit/Debit Card Offers,Both,Wi-Fi,21:34:41,9,-494.5967435,27745.14,6,501.37,Yes,No,Yes,No Information Available,Poor Customer Service,1,Basic,9,8,380,164.69,4,stevesaputra89169@gmail.com,0896098266123
46,F,I6FLPNM,City,06-11-2017,Yes,CID11235,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,18:30:54,16,929.1659918,12894.64,Error,,Yes,No,No,Not Applicable,Too many ads,0,Pro,16,14,1509,281.15,4,fajartaylor85188@gmail.com,08137991328
57,F,CG8UXPL,City,17-12-2016,Yes,CID63954,Gift Vouchers/Coupons,Smartphone,Wi-Fi,2:06:09,11,79.98,43764.62,26,583.2,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,25,23,486,509.72,0,citrakusuma72286@gmail.com,08112616447
23,F,W2HYZM9,,20-03-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10:33:22,2,188.33,37908.37,7,766.48,No,Yes,Yes,Solved in Follow-up,Poor Website,0,Pro,27,25,2042,559.9,8,ekopurnama76579@gmail.com,08815669190
57,M,95S6140,,18-07-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,17:04:04,4,115.39,10524.82,12,672.58,Yes,No,Yes,Solved,Poor Website,0,Basic,22,21,371,537.93,0,danielmahendra88636@gmail.com,087706898193
56,F,6DXRWYR,Town,29-01-2016,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,10:10:32,18,67.02,43569.92,Error,725.51,No,Yes,No,Not Applicable,Poor Customer Service,0,Enterprise,45,37,9733,1205.53,0,danielwijaya90329@gmail.com,08122880719
46,F,3TTMSBS,Village,13-06-2016,?,CID2660,Gift Vouchers/Coupons,?,Fiber_Optic,17:56:42,11,501.27,47747.27,29,703.45,Yes,No,No,Not Applicable,Poor Product Quality,0,Pro,31,25,3526,588.58,1,sarahmelati30779@gmail.com,0857959645847
20,F,Z9KOEKD,Village,23-05-2016,Yes,CID18228,Without Offers,Desktop,Wi-Fi,17:27:27,1,31.58,27652.18,21,823.0966748,No,Yes,Yes,No Information Available,Poor Website,1,Basic,25,22,287,581.68,0,fajardavis21045@gmail.com,0896734190362
52,F,9TSUBPI,Village,09-09-2017,Yes,CID36765,Gift Vouchers/Coupons,Smartphone,Wi-Fi,13:47:47,15,30.93,41663.48,-9.774006183,776.39,No,Yes,No,Not Applicable,No reason specified,0,Pro,33,26,1610,695.9399999999999,0,dewipurnama43361@gmail.com,08575361648
14,M,FT47AAC,Town,05-07-2015,Yes,CID60473,Without Offers,?,Mobile_Data,20:50:52,14,128.85,30919.15,7,728.57,No,Yes,Yes,Solved,Too many ads,0,Enterprise,30,26,7688,476.24,1,jamestaylor47413@gmail.com,08570981701
48,M,BUD5KXK,City,22-03-2017,Yes,CID55561,Gift Vouchers/Coupons,Desktop,Fiber_Optic,19:49:35,14,32.93,16400.91,5,1009.339662,Yes,No,No,Not Applicable,Poor Customer Service,0,Basic,14,13,382,283.03,6,nandapratama91156@yahoo.com,08223509151
26,M,2G4KRO6,Town,03-05-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21:44:48,5,203.71,7927.27,14,746.4,No,Yes,No,Not Applicable,No reason specified,0,Pro,15,13,1566,268.15,0,sarahmiller44955@gmail.com,0895407200283
27,F,U44PB8Q,City,03-10-2017,Yes,CID23351,Without Offers,Desktop,Wi-Fi,17:14:52,10,52.97,15833.12,Error,726.91,No,Yes,No,Not Applicable,Too many ads,0,Enterprise,35,30,8461,748.74,2,mayataylor90489@gmail.com,0822283312
53,F,QLNVZTQ,City,31-01-2016,Yes,CID19155,Credit/Debit Card Offers,Both,Fiber_Optic,11:53:52,9,663.85,42769.6,26,780.84,Yes,No,Yes,Solved,Too many ads,0,Enterprise,25,21,10489,328.77,4,linamoore8705@gmail.com,08810991211
48,M,LDB0MJC,City,05-02-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,17:52:07,8,211.71,35527.83,20,649.07,No,Yes,Yes,Solved,No reason specified,1,Basic,7,7,276,111.01,12,budinovita70416@yahoo.com,082110700115
27,F,NNQSZ0N,Town,26-01-2017,Yes,CID56496,Credit/Debit Card Offers,Smartphone,Mobile_Data,17:02:53,19,108.67,74895.58,14,786.24,Yes,No,No,Not Applicable,Reasonable Price,0,Enterprise,32,26,9035,690.92,7,agussetiawan39132@gmail.com,0878204055110
21,M,KB2NDK4,Town,02-07-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13:56:35,24,-79.8316243,40762.48,12,661.48,Yes,No,Yes,Unsolved,No reason specified,1,Basic,12,11,310,254.4,6,indahkartika34373@yahoo.com,0857033521
17,F,Z7AXT9C,Town,31-08-2016,Yes,CID2895,Credit/Debit Card Offers,Smartphone,Mobile_Data,3:19:26,7,950.03,44868.01,21,693.79,No,Yes,Yes,No Information Available,Poor Website,1,Pro,36,33,2189,860.76,3,dwianggraini33827@gmail.com,085837358461
12,M,NSXM4TH,,13-02-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,3:32:30,10,312.33,40279.99,7,746.23,No,Yes,Yes,Unsolved,Poor Website,0,Enterprise,32,26,10518,685.24,0,sarahmelati87941@yahoo.com,0858507481930
27,M,9WTCSXD,Town,01-01-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,5:04:15,8,339.89,4836.71,18,227.025975,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,9,9,377,125.86,12,sarahsusanti79470@gmail.com,0858814964
29,F,GJXYBI6,City,02-06-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,7:33:12,16,75.18,15818.43,11,786.3,No,Yes,Yes,No Information Available,Reasonable Price,0,Pro,29,23,1567,813.64,3,janeyanti20870@gmail.com,088113202707
22,F,SA8UU5E,Town,02-04-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,15:49:34,4,372.01,14435.1,10,687.79,Yes,No,Yes,Solved,Too many ads,0,Basic,24,21,410,499.41,0,michaelfauzi40900@yahoo.com,08956416793
18,M,4WG5E12,Town,21-10-2016,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,11:52:57,15,34.14,19713.78,10,298.6091177,Yes,No,Yes,Solved in Follow-up,No reason specified,1,Basic,11,11,474,177.42,6,arirahayu78570@yahoo.com,0853129927
52,M,4S96LMF,City,27-11-2015,Yes,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,20:44:30,22,240.18,34144.3,26,633.51,Yes,No,Yes,No Information Available,Poor Website,1,Basic,18,18,334,492.33,1,yunimelati34170@gmail.com,0881733366447
33,M,SYJRZBE,Town,30-03-2016,?,CID21833,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,18:17:13,6,71.54,18521.06,28,768.34,No,Yes,No,Not Applicable,No reason specified,0,Enterprise,40,30,11339,965.68,0,kemalwulandari12816@yahoo.com,0895547498973
40,M,YKPVJQE,City,28-09-2015,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,9:43:34,22,43.35,19365.81,7,400.3648912,Yes,No,No,Not Applicable,No reason specified,0,Pro,35,28,1813,749.19,1,lisayanti61743@gmail.com,08131865957
64,M,9INP8L8,City,02-04-2015,?,CID33523,Gift Vouchers/Coupons,Desktop,Mobile_Data,8:16:45,16,298.96,39306.47,9,709.24,No,Yes,No,Not Applicable,Poor Website,1,Basic,22,19,274,611.55,13,sintagunawan44694@yahoo.com,0852948697395
42,M,LA69VCJ,Town,28-04-2015,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,21:17:16,7,139.78,20581.49,14,791.12,No,Yes,No,Not Applicable,Poor Customer Service,0,Pro,34,27,1588,985.47,0,emmafirmansyah5750@gmail.com,081119238538
57,M,1W102B2,,16-11-2015,?,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11:32:15,8,120.77,23165.74,17,740.37,Yes,No,Yes,Solved,No reason specified,0,Enterprise,38,34,6330,565.7,1,robertsafitri2664@yahoo.com,08819853122
56,M,1NBPUR5,Village,02-02-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10:54:38,21,30.6,10480.96,12,753.74,No,Yes,Yes,Unsolved,Too many ads,0,Enterprise,37,32,11106,847.64,0,danielhidayat35581@yahoo.com,087896150050
48,M,HA03T3F,Town,12-04-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,5:46:49,18,-1065.769897,49178.85,12,700.08,Yes,No,Yes,Unsolved,Too many ads,0,Enterprise,26,22,13674,475.41,4,citrawahyudi62848@yahoo.com,0853708955670
19,M,UOSORXG,City,11-12-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,17:20:43,15,103.66,37792.08,18,,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,0,Pro,22,20,2441,282.56,6,yogawibowo47486@yahoo.com,0877232148779
22,M,6S78T1U,City,07-07-2016,?,CID28003,Credit/Debit Card Offers,Smartphone,Wi-Fi,5:49:46,9,30.93,36651.43,20,1225.749035,Yes,No,No,Not Applicable,Poor Product Quality,0,Enterprise,49,36,13026,887.65,0,fajarjohnson88309@gmail.com,08225655216
41,F,7FDD11T,Town,11-06-2017,Yes,CID4798,Credit/Debit Card Offers,Desktop,Wi-Fi,13:36:22,11,33.85,33919.07,8,145.1386465,Yes,No,No,Not Applicable,No reason specified,1,Pro,19,19,2297,363.02,7,oliviapertiwi5701@yahoo.com,0812175303
59,M,SEOHDC8,City,09-09-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,13:29:27,14,205.94,3335.72,5,304.5905,Yes,No,Yes,Solved,Poor Product Quality,1,Basic,21,18,311,572.88,3,yogafauzi34469@yahoo.com,0852382664888
17,F,1R6SF6P,Town,19-02-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,4:30:50,3,182.49,5547.63,23,1184.034372,Yes,No,Yes,Solved in Follow-up,Poor Website,0,Pro,35,32,1577,903.46,0,mariahidayat14490@gmail.com,087847356317
25,M,V5QR7QN,City,02-05-2016,?,CID55943,Credit/Debit Card Offers,Both,Fiber_Optic,9:08:20,11,500.54,2005.91,14,715.2,No,Yes,No,Not Applicable,Poor Website,0,Pro,31,25,2611,753.97,1,indahwilson95882@gmail.com,081268752225
26,M,71C0LI6,Town,06-02-2015,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,2:07:53,15,59.36,48995.98,28,776.22,Yes,No,Yes,Solved in Follow-up,Too many ads,0,Pro,31,28,2344,587.32,1,kemalgarcia45511@yahoo.com,0896988316
33,F,CR6ST6H,Village,16-05-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Fiber_Optic,12:49:39,15,430.52,53450.26,18,1247.340523,No,Yes,No,Not Applicable,Products always in Stock,0,Enterprise,55,41,11802,1474.79,0,nitasusanti65998@yahoo.com,0895629031693
14,F,ZZSIVU3,Town,25-04-2017,?,CID37188,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,3:11:13,5,106.73,19907.4,13,199.5916739,Yes,No,No,Not Applicable,Too many ads,1,Basic,7,7,268,75.23,22,yunibrown14695@gmail.com,0895629891994
21,F,IMUKGG8,Town,23-06-2016,Yes,CID60781,Credit/Debit Card Offers,?,Wi-Fi,2:27:29,16,167.88,18634.3,21,1125.109306,No,Yes,Yes,No Information Available,Poor Product Quality,1,Pro,24,23,1940,437.03,4,mayamoore59596@yahoo.com,0882499849855
51,F,9ZI4LJL,Town,15-03-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,2:50:52,6,442.33,4549.67,12,648.94,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,1,Basic,11,10,344,150.44,14,laurasantoso72312@yahoo.com,087821727936
23,M,P4VEH9G,City,28-02-2015,?,CID7554,Gift Vouchers/Coupons,Smartphone,Mobile_Data,17:40:08,12,549.55,15496.31,17,610.14,No,Yes,Yes,Unsolved,Poor Website,1,Pro,12,11,2080,102.8,29,saripertiwi13733@yahoo.com,0812499784
60,M,IAKY6CC,City,12-07-2017,?,CID3863,Gift Vouchers/Coupons,Desktop,Wi-Fi,15:24:00,13,223.85,26997.5,7,609.27,Yes,No,Yes,Solved in Follow-up,No reason specified,1,Basic,11,11,213,179.16,15,lisathomas60642@yahoo.com,089507982006
28,Unknown,N9WH3XH,Town,12-12-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,13:15:59,13,134.61,9621.78,28,,No,Yes,No,Not Applicable,No reason specified,0,Pro,26,24,2065,397.26,0,robertthomas74255@yahoo.com,0821291303
34,F,K646AN4,Village,26-02-2017,Yes,CID15708,Credit/Debit Card Offers,?,Wi-Fi,2:53:10,17,1700.646806,30313.27,22,184.289851,No,Yes,No,Not Applicable,Poor Product Quality,0,Pro,28,26,2341,556.1,1,indrasusanti27515@gmail.com,082212542147
44,M,HZCB09Z,,15-05-2015,Yes,CID1145,Gift Vouchers/Coupons,Smartphone,Mobile_Data,18:45:03,17,117.09,35263.62,23,715.51,Yes,No,Yes,Solved,Poor Website,1,Pro,20,17,2655,415.3,2,diananggraini40989@yahoo.com,0895615290
46,M,MT9AV83,City,26-04-2016,Yes,CID33772,Credit/Debit Card Offers,Smartphone,Mobile_Data,3:20:39,9,585.99,10665.86,15,735.64,Yes,No,Yes,Solved in Follow-up,Too many ads,0,Enterprise,28,22,7901,439.9,0,harisantoso79525@gmail.com,0858075700077
50,F,N1OTH6Y,Town,07-02-2015,Yes,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,4:19:04,23,85.37,47682.92,10,701.73,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,0,Enterprise,26,24,10434,677.01,1,dewismith94589@yahoo.com,0853543209965
46,M,TMZ9LTG,,06-02-2016,Yes,CID15249,Without Offers,Desktop,Wi-Fi,2:57:21,10,54.53,47996.43,26,761.11,No,Yes,No,Not Applicable,Too many ads,0,Enterprise,47,37,7471,1189.38,6,yunisyahputra17907@gmail.com,0822479358
24,M,UGK2DPW,,05-03-2017,?,CID61698,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,8:02:34,9,179.05,40354.4,17,615.94,Yes,No,Yes,Solved,Poor Product Quality,1,Pro,30,25,2044,673.92,1,megautama4683@gmail.com,0852463090
32,M,WWMCOK6,,02-07-2017,?,CID48930,Without Offers,Desktop,Mobile_Data,8:33:52,15,33.96,27369.29,Error,,Yes,No,No,Not Applicable,Poor Website,1,Basic,12,11,259,359.44,7,arimiller19393@yahoo.com,088224480343
55,M,QQ9TQO9,Village,21-12-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,6:57:16,18,265.25,19008.79,Error,712.45,Yes,No,No,Not Applicable,Poor Product Quality,0,Enterprise,28,26,7936,522.02,0,nandakurniawan25537@yahoo.com,082281744624
64,F,8K2564L,City,21-12-2015,?,CID31848,Credit/Debit Card Offers,Smartphone,Wi-Fi,15:09:48,-999,33.85,82234.84,17,713.25,Yes,No,Yes,Unsolved,Products always in Stock,0,Enterprise,43,27,8375,872.23,0,citrawati61782@yahoo.com,0812713508
